Account ID Full,Account Name,Legal Name (BvD),Country,Region,Reporting Group,Ultimate Parent,Account Owner,Parent Account
0013X00003XVxnuQAD,Metropolitan Bank & Trust Company (Metrobank),Metropolitan Bank & Trust Company,Philippines,APAC,Metrobank,METROPOLITAN BANK & TRUST COMPANY,Adam Mason,
0010O00002Pty97QAB,Metropolitan Commercial Bank,Metropolitan Commercial Bank,United States,AMER,Metropolitan Commercial Bank,METROPOLITAN BANK HOLDING CORP,Fenergo RevOps,
001Ab000002xRu7IAE,"Metropolitan West Asset Management, LLC",Sepulveda Management LLC,United States,AMER,Metropolitan West Asset Management,SEPULVEDA MANAGEMENT LLC,Fenergo RevOps,
0010O000023gsUVQAY,Metzler Asset Management,Metzler Asset Management Gmbh,Germany,EMEA,Metzler Asset Management,B. METZLER SEEL. SOHN & CO. AKTIENGESELLSCHAFT,Fenergo RevOps,
001Ab000003k2lzIAA,Mews,Mews Systems B.V.,Netherlands,EMEA,Mews,MEWS SYSTEMS B.V.,Fenergo RevOps,
0012000001WUVgUAAX,MFS Investment Management,"MFS Investment Management Foundation, Inc.",United States,AMER,MFS Investment Management,SUN LIFE FINANCIAL INC.,David Harper,Sun Life
001SZ00000BCkH8YAL,MG Capital,Morales Y Guerra Capital Asesores SA de CV,Mexico,AMER,MG Capital,Morales Y Guerra Capital Asesores SA de CV,Fenergo RevOps,
001SZ0000078GDSYA2,MG Financial,,Mexico,AMER,MG Financial,MG Financial,Fenergo RevOps,
001SZ000008cQD2YAM,MG Stover,MG Stover & CO,United States,AMER,MG Stover,MG Stover & CO,David Warnock,
001Ab000002rOFJIA2,MGL WALLET,MGL Wallet LTD,Cyprus,EMEA,MGL Wallet,MYG HOLDING LIMITED,Fenergo RevOps,
001Ab000002rNMWIA2,MH Markets,"MH Management Holdco, LLC",United States,AMER,MH Markets,"MH MANAGEMENT HOLDCO, LLC",Fenergo RevOps,
001SZ00000UcVSzYAN,MIBL,Mitsubishi UFJ Investor Services & Banking (Luxembourg) S.A.,Luxembourg,EMEA,MIBL,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",David Warnock,Mitsubishi UFJ Financial Group
001SZ000007ESy5YAG,Michigan State University Federal Credit Union,Michigan State University Federal Credit Union,United States,AMER,MSU Federal Credit Union,Michigan State University Federal Credit Union,Fenergo RevOps,
001SZ00000BwabYYAR,Micolsir,Micolsir Worldwide Joint Venture LP,United States,AMER,Micolsir,Micolsir Worldwide Joint Venture LP,Fenergo RevOps,
001SZ00000MqhvTYAR,Microblink,Microblink USA LLC,United States,AMER,Microblink,Microblink USA LLC,Fenergo RevOps,
0012000001WUUZVAA5,Microsoft (GLOBAL),,Ireland,EMEA,Microsoft,,Craig Cahill,
0010O00002Pty98QAB,Mid Penn Bank,"Mid Penn Bancorp, Inc",United States,AMER,Mid Penn Bank,"MID PENN BANCORP, INC",Fenergo RevOps,
001SZ000009SxTPYA0,MidCountry Bank,MidCountry Bank,United States,AMER,MidCountry Bank,MIDCOUNTRY ACQUISITION CORP,Fenergo RevOps,
001SZ00000OQOAeYAP,Middesk (GLOBAL),,United States,AMER,Middesk,,Nicole Gallant,
001SZ0000076pchYAA,Middlefield Banc,Middlefield Banc Corp.,United States,AMER,Middlefield Banc,MIDDLEFIELD BANC CORP.,Fenergo RevOps,
0010O00002Pty99QAB,Middlesex Savings Bank,Middlesex Savings Bank,United States,AMER,Middlesex Savings Bank,MIDDLESEX BANCORP MHC,Fenergo RevOps,
0010O00002N0mxeQAB,MidFirst Bank,Midfirst Bank,United States,AMER,MidFirst Bank,MIDLAND FINANCIAL CO,Fenergo RevOps,
001SZ000009OQ7TYAW,MIDFLORIDA Credit Union,Midflorida Credit Union,United States,AMER,MIDFLORIDA Credit Union,Midflorida Credit Union,Fenergo RevOps,
0010O00002Pty9AQAR,Midland States Bank,Midland States Bank,United States,AMER,Midland States Bank,"MIDLAND STATES BANCORP, INC.",Fenergo RevOps,
0010O00002Pty9DQAR,MidWestOne Bank,Midwestone Bank,United States,AMER,MidWestOne Bank,"MIDWESTONE FINANCIAL GROUP, INC",Fenergo RevOps,
001Ab000002viCDIAY,Mifinity,Mifinity Malta Limited,Malta,EMEA,Mifinity,MIFINITY PAYMENTS LIMITED,Fenergo RevOps,
001Ab000002rNa7IAE,Migom Bank,Migom Bank Ltd,Dominica,AMER,Migom Verwaltungs,MIGOM VERWALTUNGS GMBH,Fenergo RevOps,
001Ab000002xRm6IAE,MIGROS BANK AG,Migros bank AG,Switzerland,EMEA,Migros Bank,MIGROS-GENOSSENSCHAFTS-BUND,Fenergo RevOps,
001Ab000002X3qDIAS,Milford Asset,Milford Asset Management Limited,New Zealand,APAC,Milford Asset,MILFORD ASSET MANAGEMENT LIMITED,Fenergo RevOps,
001Ab000003e4c8IAA,Milleis Banque privée,Milleis Banque,France,EMEA,AnaCap Group,ANACAP GROUP HOLDINGS LIMITED,Fenergo RevOps,
0012000001auhIkAAI,Millennium BCP,"Banco Comercial Portugues, SA",Portugal,EMEA,Millennium bcp (BCP),"BANCO COMERCIAL PORTUGUÊS, SA",Alexander Hase,BANCO COMERCIAL PORTUGUES S.A.
0010O000023gwtzQAA,Millennium Management,Millennium Management LP,United States,AMER,Millennium Management,Millennium Management LP,Robert Van Atta,
001Ab000002Wyf1IAC,MillTechFX,Millennium Global Treasury Services Limited,United Kingdom,EMEA,Millennium GST Ltd,MILLENNIUM GLOBAL TREASURY SERVICES HOLDINGS LIMITED,Margaret Kilroy,MillTechFX by Millennium Global
001Ab000002rNOzIAM,MillTechFX by Millennium Global,Millennium Global Treasury Services Limited,United Kingdom,EMEA,Millennium GST Ltd,MILLENNIUM GLOBAL TREASURY SERVICES HOLDINGS LIMITED,Fenergo RevOps,
001SZ00000CUHpOYAX,Ministry of Economy UAE,Ministry of Economy - UAE,United Arab Emirates,EMEA,UAE Ministry of Economy,FEDERAL GOVERNMENT OF THE UAE UNITED ARAB EMIRATES,Fenergo RevOps,
0013X00003sZtirQAC,"Minna Bank, Ltd.","Minna Bank Co., Ltd.",Japan,APAC,Minna Bank,FUKUOKA FINANCIAL GROUP INC,Yuan Emma Li,
001Ab000002rNv9IAE,Minsait (Indra Business Consulting S.L),Ingenia Business Consulting SL.,Spain,EMEA,Minsait,INGENIA BUSINESS CONSULTING SL.,Fenergo RevOps,
0012000001WUVXvAAP,Mint Partners,The Mint Partners Pty Ltd,Australia,APAC,The Mint Partners,THE MINT PARTNERS PTY LTD,Fenergo RevOps,
001Ab000002rOsTIAU,Mintos (TM),SIA Mintos Payments,Latvia,EMEA,Mintos,AS MINTOS HOLDINGS,Fenergo RevOps,
0012000001deRflAAE,Mirabaud Group,Mirabaud & Cie Sa,Switzerland,EMEA,Mirabaud Group,MIRABAUD PARTNERS & CIE,Fenergo RevOps,
0010O000023gsSQQAY,Mirae Asset Global Investments,"Mirae Asset Global Investments Co.,Ltd",Korea (Republic of),APAC,Mirae Asset Global Investments,"MIRAE ASSET GLOBAL INVESTMENTS CO.,LTD",Fenergo RevOps,
001SZ00000KQM30YAH,Mirai Services Pty Ltd.,,Australia,APAC,Mirai,,Niraj Marfatia,
001Ab000003ex7kIAA,MiraltaBank,Miralta Finance Bank SA,Spain,EMEA,MiraltaBank,MIRALTA HOLDING SL.,Fenergo RevOps,
001Ab000003j4XRIAY,Mirova,Mirova,France,EMEA,BPCE,BPCE SA,Fenergo RevOps,BPCE Group
001SZ00000h2MRtYAM,Mishcon de Reya,,United Kingdom,EMEA,Mishcon de Reya,,David Warnock,
001SZ000009OP6eYAG,Mission Federal Credit Union,Mission Federal Credit Union,United States,AMER,Mission Federal Credit Union,Mission Federal Credit Union,Fenergo RevOps,
001SZ000008uORNYA2,MissionSquare Retirement,International City Management Association Retirement Corporation,United States,AMER,MissionSquare Retirement,INTERNATIONAL CITY MANAGEMENT ASSOCIATION RETIREMENT CORPORATION,Fenergo RevOps,
001SZ000006uB0ZYAU,mister*lady GmbH,mister * lady GmbH,Germany,EMEA,mister*lady,DR. REHFELD FASHION AKTIENGESELLSCHAFT,Fenergo RevOps,
001Ab000002rP6nIAE,Mistertango (Secure Nordic Payments),"Secure Nordic Payments , UAB",Lithuania,EMEA,Secure Nordic Payments,"Secure Nordic Payments , UAB",Fenergo RevOps,
001Ab000002rPFnIAM,Mistral Pay,Mistral PAY LTD,Malta,EMEA,Mistral Pay,MPHOL INTERNATIONAL LIMITED,Fenergo RevOps,
001Ab000002rO7UIAU,M-itrust,M-Itrust,France,EMEA,M-itrust,M-Itrust,Fenergo RevOps,
001Ab000003Pr1pIAC,Mitsubishi Corporation,Mitsubishi Corporation,Japan,APAC,Mitsubishi Corporation,MITSUBISHI CORPORATION,Yuan Emma Li,
001Ab000003mNGhIAM,Mitsubishi HC Capital America,,United States,AMER,Mitsubishi HC Capital,MITSUBISHI HC CAPITAL INC.,Fenergo RevOps,Mitsubishi HC Capital UK 
001Ab000003laL9IAI,Mitsubishi HC Capital UK ,Mitsubishi HC Capital UK PLC,United Kingdom,EMEA,Mitsubishi HC Capital,MITSUBISHI HC CAPITAL INC.,Fenergo RevOps,
0013X00003UGJKZQA5,Mitsubishi UFG Trust and banking Corporation,Mitsubishi UFJ Trust and Banking Corporation,Japan,APAC,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Yuan Emma Li,Mitsubishi UFJ Financial Group
0012000001WUVlTAAX,Mitsubishi UFJ Financial Group,Mitsubishi UFJ Trust and Banking Corporation,Japan,APAC,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Yuan Emma Li,
001SZ00000DRoMDYA1,"Mitsubishi UFJ Information Technology, Ltd.",Mitsubishi UFJ Information Technology.Ltd.,Japan,APAC,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Yuan Emma Li,Mitsubishi UFJ Financial Group
0013X00002SVIUzQAP,"Mitsubishi UFJ Morgan Stanley Securities Co., Ltd.","Mitsubishi UFJ Morgan Stanley Securities Co., Ltd.",Japan,APAC,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Yuan Emma Li,Mitsubishi UFJ Financial Group
0012000001WUUeXAAX,Mitsubishi UFJ Securities International plc*,MUFG Securities EMEA plc,United Kingdom,EMEA,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Fenergo RevOps,Mitsubishi UFJ Financial Group
0013X00002ZQtNvQAL,Mitsubishi UFJ Trust and Banking Corporation,Mitsubishi UFJ Trust and Banking Corporation,Japan,APAC,MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",Yuan Emma Li,Mitsubishi UFJ Financial Group
001Ab000002xRyYIAU,"Mitsui & Co., Ltd.",Mitsui & CO LTD,Japan,APAC,Mitsui & Co.,MITSUI & CO LTD,Yuan Emma Li,
001SZ00000HljjAYAR,Mitsui Bussan Commodities,Mitsui Bussan Commodities LTD,United Kingdom,EMEA,Mitsui & Co.,MITSUI & CO LTD,Elaine Zhang,"Mitsui & Co., Ltd."
001Ab000002viAuIAI,Mizen,Mizen,France,EMEA,Mizen,MIZEN,Fenergo RevOps,
0010O00002Pty9FQAR,"Mizrahi Tefahot Bank, Ltd.",Mizrahi Tefahot Bank Ltd.,Israel,EMEA,Mizrahi Tefahot,MIZRAHI TEFAHOT BANK LTD.,Fenergo RevOps,
0012000001Zg7DiAAJ,Mizrahi-Tefahot,Mizrahi Tefahot Bank Ltd.,Israel,EMEA,Mizrahi Tefahot,MIZRAHI TEFAHOT BANK LTD.,Sean Moore,"Mizrahi Tefahot Bank, Ltd."
001Ab000002rOYrIAM,Mizuho,Mizuho Securities Co Ltd.,Japan,APAC,Mizuho,MIZUHO FINANCIAL GROUP,Yuan Emma Li,"Mizuho Financial Group, Inc."
001Ab000002xRKVIA2,Mizuho (Foreign Bank),Mizuho Financial Group,Singapore,APAC,Mizuho,MIZUHO FINANCIAL GROUP,Laurent Lamarlere,"Mizuho Financial Group, Inc."
0010O00002OlbNJQAZ,Mizuho Bank (USA),Mizuho Bank (USA),United States,AMER,Mizuho,MIZUHO FINANCIAL GROUP,Mick Furlong,"Mizuho Financial Group, Inc."
0010O00001rloQjQAI,"Mizuho Bank, Ltd.",Mizuho Securities Co Ltd.,Japan,APAC,Mizuho,MIZUHO FINANCIAL GROUP,Yuan Emma Li,"Mizuho Financial Group, Inc."
0012000001WUVlIAAX,"Mizuho Financial Group, Inc.",Mizuho Financial Group,Japan,APAC,Mizuho,MIZUHO FINANCIAL GROUP,Yuan Emma Li,
001Ab000002xTPNIA2,MIZUHO INTERNATIONAL PLC,Mizuho International Plc,United Kingdom,EMEA,Mizuho,MIZUHO FINANCIAL GROUP,Fenergo RevOps,"Mizuho Financial Group, Inc."
001SZ00000V3L7iYAF,"Mizuho Leasing Company, Limitd","Mizuho Leasing Company, Limited",Japan,APAC,Mizuho Leasing,"MIZUHO LEASING COMPANY, LIMITED",Yuan Emma Li,
0010O00001gymL8QAI,"Mizuho Securities Co., Ltd.",Mizuho International Plc,United Kingdom,EMEA,Mizuho,MIZUHO FINANCIAL GROUP,Fenergo RevOps,"Mizuho Financial Group, Inc."
0013X00002T7z2gQAB,"Mizuho Trust & Banking Co., Ltd.",Mizuho Financial Group,Japan,APAC,Mizuho,MIZUHO FINANCIAL GROUP,Yuan Emma Li,"Mizuho Financial Group, Inc."
0013X00002aqJMLQA2,Mizuho Trust & Banking Luxembourg,Mizuho Trust and Banking (Luxembourg) SA,Luxembourg,EMEA,Mizuho,MIZUHO FINANCIAL GROUP,Stephen Florence,"Mizuho Financial Group, Inc."
001Ab000003e07jIAA,MJ Boyd,MJ Boyd LLC,United States,AMER,MJ Boyd,MJ Boyd LLC,Fenergo RevOps,
0013X00003Qg2WdQAJ,MJ Hudson,MJ Hudson Limited,United Kingdom,EMEA,MJ Hudson,MJH GROUP HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002jkHvIAI,MKB Bank,MBH Bank Nyrt,Hungary,EMEA,MBH Bank NYRT,MBH BANK NYRT,Fenergo RevOps,
001Ab000002xTP7IAM,MM Warburg,M.M. Warburg & CO Gruppe GmbH,Germany,EMEA,M.M. Warburg Group,M.M. WARBURG & CO GRUPPE GMBH,Alexander Hase,
0013X00002PHjZIQA1,MMG Bank Corporation,MMG Bank Corporation,Panama,AMER,MMG Bank Corporation,MORGAN & MORGAN GROUP,Fenergo RevOps,
001SZ000007CDLoYAO,MMG Limited,Mmg Limited,Australia,APAC,MMG Limited,GOVERNMENT OF CHINA,Fenergo RevOps,
001Ab000003qQq3IAE,MN,Stichting Administratiekantoor MN,Netherlands,EMEA,MN,Stichting Administratiekantoor MN,Fenergo RevOps,
001Ab000002UvHDIA0,Moank,Moank AB,Sweden,EMEA,Moank,ALMAC KONSULT AB,Fenergo RevOps,
001Ab000002viCiIAI,Mobbex,Mobbex Argentina S. R. L.,Argentina,AMER,Mobbex Argentina,MOBBEX ARGENTINA S. R. L.,Fenergo RevOps,
001Ab000002rNlnIAE,MobilePay,Vipps AS,Sweden,EMEA,MobilePay,Vipps AS,Fenergo RevOps,
001Ab000002rNcuIAE,Mobilize Financial Services FR,RCI Banque SA,France,EMEA,Renault,RENAULT,Fenergo RevOps,
0013X00003UltL9QAJ,MobiUp Digital Platforms Brazil,Mobiup Desenvolvimento de Sistemas E Marketing Digital - Ltda,Brazil,AMER,MobiUp,Mobiup Desenvolvimento de Sistemas E Marketing Digital - Ltda,Fenergo RevOps,
001SZ00000AfEZ8YAN,Mobius Risk Group,"Mobius Risk Group, LLC",United States,AMER,Mobius Risk Group,"Mobius Risk Group, LLC",Fenergo RevOps,
001SZ00000Mr0q2YAB,Mocapay,Moca Financial INC,United States,AMER,Mocapay,Moca Financial INC,Fenergo RevOps,
001Ab000003RWPQIA4,Mocona Group Ltd,Mocona Group Limited,United Kingdom,EMEA,Mocona Group,Mocona Group Limited,Fenergo RevOps,
0013X00003DnFFMQA3,Modata,,South Africa,EMEA,Modata,Modata,Fenergo RevOps,
001Ab000002rNeCIAU,Modefinance,Modefinance S.R.L.,Italy,EMEA,TeamSystem Holding,TEAMSYSTEM HOLDCO S.P.A.,Fenergo RevOps,TeamSystem Payments
001Ab000003mKC3IAM,MODIFI,Modifi B.V.,Netherlands,EMEA,MODIFI,MODIFI B.V.,Fenergo RevOps,
0013X00003vEJC6QAO,Modulr,Modulr LTD,United Kingdom,EMEA,Modulr,MODULR HOLDINGS LIMITED,Fenergo RevOps,
0010O00001h0nYvQAI,Moelis & Company,Moelis & Company,United States,AMER,Moelis & Company,MOELIS & COMPANY,Neil Stower,
001SZ00000H5ZHzYAN,Mogo | Moka,Mogo Inc.,Canada,AMER,Mogo,MOGO INC.,Fenergo RevOps,
001Ab000002rNcnIAE,moj-eRa?un,ELEKTRONICKI RACUNI d.o.o.,Croatia,EMEA,HGCAPITAL,HGCAPITAL LLP,Fenergo RevOps,
001Ab000002rNBHIA2,Mollie B.V.,Mollie B.V.,Netherlands,EMEA,Mollie,MOLLIE HOLDING B.V.,Fenergo RevOps,
001SZ00000LqqfzYAB,Momentum Financial Services Group,Momentum Financial Services+,United States,AMER,Momentum Financial Services,Momentum Financial Services+,Fenergo RevOps,
001Ab000003j6wWIAQ,Momentum Group Limited South Africa,Momentum Metropolitan Holdings Limited,South Africa,EMEA,Momentum Group,MOMENTUM METROPOLITAN HOLDINGS LIMITED,Ian McLoughlin,
001Ab000003gjAAIAY,Monabanq,Monabanq S.A.,France,EMEA,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Fenergo RevOps,Crédit Mutuel Asset Management
001Ab000002rOEgIAM,Monavate,Monavate LTD,United Kingdom,EMEA,Monavate,MONAVATE HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002rO58IAE,MONDIAL BONY SERVICE,Mondial Bony Service S.P.A.,Italy,EMEA,Mondial Bony Service,Mondial Bony Service S.P.A.,Fenergo RevOps,
0012000001bIQiLAAW,Mondrian Investment Partners Ltd,Mondrian Investment Partners Limited,United Kingdom,EMEA,Mondrian Investment Partners,MONDRIAN INVESTMENT PARTNERS HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002rNSCIA2,Mondu,Mondu GmbH,Germany,EMEA,Mondu,MONDU GMBH,Fenergo RevOps,
001Ab000002rO6qIAE,Moneco,Moneco France,France,EMEA,Moneco,Moneco France,Fenergo RevOps,
001Ab000002rOGRIA2,Moneff (ex Safenetpay),Safenetpay Services Company LTD,United Kingdom,EMEA,Moneff,SAFENETPAY SERVICES COMPANY LTD,Fenergo RevOps,
001Ab000002rNNSIA2,MONEI,Monei Digital Payments SL.,Spain,EMEA,MONEI,LION KING INVESTMENTS SL.,Fenergo RevOps,
001SZ00000IyG4SYAV,Moneris,Moneris Solutions Corporation Corporation Solutions Moneris,Canada,AMER,Moneris,ROYAL BANK OF CANADA,Fenergo RevOps,Royal Bank of Canada (RBC) Group
001Ab000002rNrNIAU,Monese,Monese LTD,United Kingdom,EMEA,Pockit,POCKIT LIMITED,Fenergo RevOps,Pockit
001Ab000002rP1pIAE,MONETA Money Bank,"Moneta Money Bank, A.S",Czech Republic,EMEA,Amalar Holding,AMALAR HOLDING S.R.O.,Fenergo RevOps,
001Ab000002rNHwIAM,Monex Europe,Monex Europe S.A.,Luxembourg,EMEA,Monex Europe,MONEX SAPI DE C.V,Fenergo RevOps,
001Ab000002rNU6IAM,Monex MX,Fondo Monex C SA de CV S.I.I.D.,Mexico,AMER,Monex,Fondo Monex C SA de CV S.I.I.D.,Fenergo RevOps,
001Ab000002rNlfIAE,MONEXT,Monext,France,EMEA,Credit Mutuel Arkea,CREDIT MUTUEL ARKEA,Fenergo RevOps,Crédit Mutuel Arkéa
001Ab000002rOGbIAM,MONEY EXCHANGE,"Money Exchange, SA",Spain,EMEA,Money Exchange,"Money Exchange, SA",Fenergo RevOps,
001Ab000002viByIAI,MONEY EXPRESS TRANSFER EP SA,Money Express Transfer E.P. SA.,Spain,EMEA,Money Express Transfer,INVERSIONES CERRILLO SL,Fenergo RevOps,
001Ab000002xS1GIAU,"Money Forward, Inc.",Money Forward INC,Japan,APAC,Money Forward,MONEY FORWARD INC,Yuan Emma Li,
001Ab000002rOcSIAU,Money Jar,Mymoneyjar Limited,Ireland,EMEA,Mymoneyjar,GOVERNMENT OF IRELAND,Fenergo RevOps,
001Ab000002rNA8IAM,MoneyBase - Calamatta Cuschieri,CC Finance Group PLC,Malta,EMEA,MoneyBase,CC FINANCE GROUP PLC,Fenergo RevOps,
001Ab000002rOOIIA2,Moneybox,Digital Moneybox Limited,United Kingdom,EMEA,Moneybox,DIGITAL MONEYBOX LIMITED,Fenergo RevOps,
001Ab000002rNNwIAM,Moneycorp,TTT Moneycorp Ltd,United Kingdom,EMEA,Moneycorp,BRIDGEPOINT OP LP,David Harper,
001Ab000002rPH9IAM,Moneyfarm,MFM Investment LTD,United Kingdom,EMEA,Moneyfarm,MFM HOLDING LTD,Fenergo RevOps,
001Ab000002viC8IAI,Moneygate,Moneygate Limited,Cyprus,EMEA,Moneygate,Moneygate Limited,Fenergo RevOps,
0012000001WUVE6AAP,Moneygram International,"Moneygram International, Inc.",United States,AMER,Moneygram,MOBIUS PARENT CORP,Fenergo RevOps,
001Ab000002rPHEIA2,Moneyhub,Moneyhub Financial Technology LTD,United Kingdom,EMEA,Moneyhub,HUB INVESTMENT HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002xTOzIAM,MoneyLion,Moneylion INC,United States,AMER,MoneyLion,MONEYLION INC,Fenergo RevOps,
001Ab000002rNQTIA2,MoneyMatrix,Moneymatrix Limited,Malta,EMEA,MoneyMatrix,Moneymatrix Limited,Fenergo RevOps,
001Ab000002rNuJIAU,Moneynet,Moneynet Societa' PER Azioni,Italy,EMEA,Moneynet,IVS PARTECIPAZIONI S.P.A.,Fenergo RevOps,
001Ab000002rOOeIAM,MoneyNetint,Moneynetint LTD,United Kingdom,EMEA,MoneyNetint,Moneynetint LTD,Fenergo RevOps,
001Ab000002rOOLIA2,MoneyTO,Moneyto Limited,United Kingdom,EMEA,MoneyTO,Moneyto Limited,Fenergo RevOps,
001Ab000002rNu7IAE,Moneytrans,Moneytrans Payment Services,Belgium,EMEA,Moneytrans,FSA HOLDING,Fenergo RevOps,
001Ab000002viBzIAI,Moneytrans Spain,"Moneytrans Payment Services SA, Sucursal en Espana.",Spain,EMEA,Moneytrans,FSA HOLDING,Fenergo RevOps,Moneytrans
001Ab000003oaSQIAY,Moniepoint Inc. (Formerly TeamApt Inc.),Moniepoint Inc.,United States,AMER,Moniepoint,MONIEPOINT INC.,Fenergo RevOps,
001Ab000002rP9JIAU,Monio Group,,Norway,EMEA,Monio Group,Monio Group,Fenergo RevOps,
001Ab000002rP8CIAU,Monsas,Monsas LTD,United Kingdom,EMEA,Monsas,MONSAS LTD,Fenergo RevOps,
001SZ000007CDMMYA4,Montana Aerospace,Montana Aerospace AG,Switzerland,EMEA,Montana Aerospace,MONTANA TECH COMPONENTS AG,Alexander Hase,
001Ab000002xRLyIAM,MONTE DEI PASCHI DI SIENA CAPITAL SERVICES BANCA PER LE IMPRESE SPA,MPS Capital Services Banca PER LE Imprese S.P.A.,Italy,EMEA,Monte dei Paschi di Siena,MPS Capital Services Banca PER LE Imprese S.P.A.,Fenergo RevOps,
001SZ0000076pciYAA,Montgomery Bank,Montgomery Bank - Chesterfield Branch,United States,AMER,Montgomery Bank,"MONTGOMERY BANCORPORATION, INC.",Fenergo RevOps,
001Ab000002rO6dIAE,Montify,Montify LTD,United Kingdom,EMEA,Montify,MONTIFY LTD,Fenergo RevOps,
001Ab000002rNPfIAM,Monty Global Payments,Monty Global Payments SA,Spain,EMEA,Monty Global Payments,MONTY & COGROUP SL,Fenergo RevOps,
001Ab000002rONVIA2,MontyPay,Montypay UK LTD,United Kingdom,EMEA,MontyPay,MONTYPAY UK LTD,Fenergo RevOps,
001Ab000002rNS9IAM,Monument Bank,Monument Bank Limited,United Kingdom,EMEA,Monument Bank,Monument Bank Limited,Fenergo RevOps,
001Ab000002rNKhIAM,Monzo Bank,Monzo Bank Limited,United Kingdom,EMEA,Monzo Bank,MONZO BANK HOLDING GROUP,Fenergo RevOps,
001SZ0000078GDkYAM,Moody Alrich Partners,"Moody Aldrich Partners, LLC",United States,AMER,Moody Alrich Partners,"MOODY ALDRICH PARTNERS, LLC",Fenergo RevOps,
001Ab000003q9Q2IAI,Moody's Analytics (Global),,,EMEA,Moody's,,Matt Edwards,
001SZ00000bXkV5YAK,Moody's Analytics UK Ltd,,United Kingdom,EMEA,Moody's,,Matt Edwards,
0010O000027qp28QAA,Moody's Ratings,Moody's Corporation,United States,AMER,Moodys,MOODY'S CORPORATION,Robert Van Atta,
001Ab000002uk9mIAA,Mooncard (Moongroup SAS),Moongroup,France,EMEA,Mooncard,Moongroup,Fenergo RevOps,
001Ab000002rMtkIAE,Mooney (ex SisalPay),Mooney Group S.P.A.,Italy,EMEA,Mooney,MOONEY GROUP S.P.A.,Fenergo RevOps,
001Ab000002rNReIAM,Moonfare,Moonfare GmbH,Germany,EMEA,Moonfare,MOONFARE GMBH,Fenergo RevOps,
001Ab000002rOr6IAE,MoonPay,Moonpay INC,United States,AMER,MoonPay,MOONPAY INC,Fenergo RevOps,
0012000001WUVjhAAH,Moore Capital,Moore Capital Management LP,United States,AMER,Moore Capital,"MCM GROUP HOLDINGS, INC.",Robert Van Atta,
001Ab00000362hIIAQ,Moore Stephens,,Ireland,EMEA,Moore Stephens,Moore Stephens,David Warnock,
001Ab000002rOHEIA2,Moorwand,Moorwand LTD,United Kingdom,EMEA,Moorwand,MOORWAND LTD,Fenergo RevOps,
001Ab000002rOu2IAE,MoraBanc,Mora Banc Grup SA,Andorra,EMEA,MoraBanc,ANDORRAN FAMILY GROUP,Fenergo RevOps,
001Ab000003XXDxIAO,More Payment Evolution,"Uniteller Financial Services, Inc.",United States,AMER,Uniteller Financial Services,"UNITELLER FINANCIAL SERVICES, INC.",Fenergo RevOps,UniTeller
0013X00002Zu72zQAB,Morgan Stanley,Morgan Stanley,United States,AMER,Morgan Stanley,MORGAN STANLEY,Craig Grootenboer,
001Ab000002xRNBIA2,Morgan Stanley,Morgan Stanley,United Kingdom,EMEA,Morgan Stanley,MORGAN STANLEY,Nuala Kelly,Morgan Stanley
0010O00002IemfwQAB,Morgan Stanley - Hong Kong Branch,Morgan Stanley Hong Kong Limited,Hong Kong,APAC,Morgan Stanley,MORGAN STANLEY,Laurent Lamarlere,Morgan Stanley
001Ab000002ml42IAA,Morgan Stanley Australia,Morgan Stanley Australia Limited,Australia,APAC,Morgan Stanley,MORGAN STANLEY,Eoin Keating,Morgan Stanley
001Ab000003U1wbIAC,Morgan Stanley Fund Services,Morgan Stanley,United Kingdom,EMEA,Morgan Stanley,MORGAN STANLEY,Stephen Florence,Morgan Stanley
0010O000023gptIQAQ,Morgan Stanley Investment Management,Morgan Stanley,United States,AMER,Morgan Stanley,MORGAN STANLEY,Craig Grootenboer,Morgan Stanley
0013X00002V9tfZQAR,Morgan Stanley Private Wealth Management,Morgan Stanley Bank Asia Limited,Hong Kong,APAC,Morgan Stanley,MORGAN STANLEY,Laurent Lamarlere,Morgan Stanley
