Account ID Full,Account Name,Legal Name (BvD),Country,Region,Reporting Group,Ultimate Parent,Account Owner,Parent Account
001SZ00000MBAQpYAP,LyondellBasell,Lyondellbasell,United States,AMER,LyondellBasell,Lyondellbasell,Fenergo RevOps,
001Ab000002xRNhIAM,LYONNAISE de BANQUE SA,Lyonnaise de Banque SA,France,EMEA,Credit Mutuel,CAISSE FEDERALE DE CREDIT MUTUEL,Fenergo RevOps,Crédit Mutuel Asset Management
001Ab000002rOGDIA2,Lyra,Lyra,France,EMEA,Lyra,Lyra,Fenergo RevOps,
001Ab000003iSfRIAU,Lysis Financial Limited,Lysis Financial Limited,United Kingdom,EMEA,Lysis Financial,Lysis Financial Limited,Fenergo RevOps,
0012000001WUVZoAAP,M&G Investments,M&G Equity Investment Trust P.L.C.,United Kingdom,EMEA,M&G Investments,M&G Equity Investment Trust P.L.C.,Roger Leahy,
001Ab000002rODYIA2,M&S Bank,Marks and Spencer Group PLC,United Kingdom,EMEA,M&S Bank,MARKS AND SPENCER GROUP PLC,Fenergo RevOps,
0012000001WUUlAAAX,M&T Bank,M & T Bank,United States,AMER,M&T Bank,M&T BANK CORPORATION,Mick Furlong,
0010O000023gvQnQAI,M. M. Warburg,M.M. Warburg & CO Gruppe GmbH,Germany,EMEA,M.M. Warburg Group,M.M. WARBURG & CO GRUPPE GMBH,Nuala Kelly,MM Warburg
001Ab00000355PhIAI,M2,M2 Global Wealth Limited,Bahamas,AMER,M2,M2 GLOBAL WEALTH LIMITED,Ian McLoughlin,
001Ab000003aKATIA2,MA Financial Group,MA Financial Group Limited,Australia,APAC,MA Financial Group,MA FINANCIAL GROUP LIMITED,Fenergo RevOps,
001Ab000002lpnqIAA,Ma French Bank,MA French Bank,France,EMEA,MA French Bank,GOVERNMENT OF FRANCE,Fenergo RevOps,
001Ab000002rNvoIAE,Maccorp Exact Change E.P. S.A.,Maccorp Exact Change EP S.A. Airport Change S.A. UTE,Spain,EMEA,Maccorp Exact Change,EXACT MACCORP HOLDING SL.,Fenergo RevOps,
0010O000023gsS0QAI,MacKay Shields,Mackay Shields Limited Liability Company,United States,AMER,MacKay Shields,NEW YORK LIFE INSURANCE CO.,Gregory Fleming,New York Life
001SZ00000A7Nq9YAF,Mackenzie,Mackenzie Income Fund,Canada,AMER,Mackenzie,Mackenzie Income Fund,Fenergo RevOps,
001Ab000002rNhBIAU,Mackenzie Investments,Mackenzie Financial Corporation,Canada,AMER,Mackenzie Investments,PANSOLO HOLDING INC,Fenergo RevOps,
001SZ000007CDLnYAO,Macmahon,Macmahon Holdings Limited,Australia,APAC,Macmahon Holdings,MACMAHON HOLDINGS LIMITED,Fenergo RevOps,
001Ab000002xRN0IAM,Macquarie,Macquarie Group Limited,Australia,APAC,Macquarie,MACQUARIE GROUP LIMITED,Eoin Keating,Macquarie Group Limited
0010O000023gpvxQAA,Macquarie Asset Management,Macquarie Asset Management INC,United States,AMER,Macquarie,MACQUARIE GROUP LIMITED,Fenergo RevOps,Macquarie Group Limited
0012000001WUVlDAAX,Macquarie Group Limited,Macquarie Group Limited,Australia,APAC,Macquarie,MACQUARIE GROUP LIMITED,Eoin Keating,
001Ab000002rOnpIAE,Mad Mobile,"MAD Mobile, Inc.",United States,AMER,Mad Mobile,"MAD MOBILE, INC.",Fenergo RevOps,
001SZ00000XtzRHYAZ,Madison Pacific Trust Limited,,Hong Kong,APAC,Madison Pacific Trust,TRIVIUM EUROPE LIMITED,Fenergo RevOps,
001SZ00000NzLGnYAN,Madison Trust,"Madison Trust Company, Inc.",United States,AMER,Madison Trust,"Madison Trust Company, Inc.",David Warnock,
001SZ00000Pwi0iYAB,"Maersk Line, Limited","Maersk Line Limited, Inc.",United States,AMER,Maersk Line,A.P. MOLLER OG HUSTRU CHASTINE MC-KINNEY MOLLERS FOND TIL ALMENE F,Sean Moore,
001Ab000002rOnrIAE,MAGNATI LLC,Magnati - Sole Proprietorship L.L.C.,United Arab Emirates,EMEA,Brookfield,BROOKFIELD CORPORATION,Fenergo RevOps,Brookfield Asset Management
001SZ000008tQgBYAU,Magnetar Capital,Magnetar Capital LLC,United States,AMER,Magnetar Capital,Magnetar Capital LLC,Fenergo RevOps,
001Ab000002rNkiIAE,Magyar Posta,Magyar Posta Zartkoruen Mukodo Reszvenytarsasag,Hungary,EMEA,Magyar Posta,MAGYAR POSTA ZARTKORUEN MUKODO RESZVENYTARSASAG,Fenergo RevOps,
001Ab000002rNOAIA2,Maif Paiements,Maif Paiements,France,EMEA,Maif Paiements,Maif Paiements,Fenergo RevOps,
0012000001f4HieAAE,Maitland Group,THE Maitland Group Limited,United Kingdom,EMEA,Maitland Group,THE MAITLAND GROUP LIMITED,Fenergo RevOps,
001Ab000002rNa8IAE,Majestic Financial,Majestic Financial UAB,Lithuania,EMEA,Majestic Financial,MAJESTIC FINANCIAL A.S.,Fenergo RevOps,
001Ab000003OJwBIAW,Mala'a,Oman Information Credit and Financial Center,Oman,EMEA,Mala'a,Oman Information Credit and Financial Center,Fenergo RevOps,
001Ab000002rNCTIA2,Mambu,Mambu B.V.,Netherlands,EMEA,Mambu,MAMBU B.V.,Fenergo RevOps,
0013X00003Y8ud5QAB,Mambu Asia Pacific Pty Ltd,Mambu Australia Pty Ltd,Australia,APAC,Mambu,MAMBU B.V.,Fenergo RevOps,Mambu
001SZ00000COV7FYAX,MamoPay,Mamo Limited,United Arab Emirates,EMEA,Mamo,Mamo Limited,Fenergo RevOps,
0012000001WUVK7AAP,Man Group,Man Investments AG,Switzerland,EMEA,Man Group,MAN GROUP PLC,Roger Leahy,
001Ab000002xROHIA2,Man Group Investment Management UK,MAN Group Investments Limited,United Kingdom,EMEA,Man Group,MAN GROUP PLC,Fenergo RevOps,Man Group
001Ab000002rNbjIAE,Manager.one,Saga Corp,France,EMEA,Manager.one,SAGA CORP,Fenergo RevOps,
001SZ00000IM182YAD,Mangomint,"Mangomint, Inc.",United States,AMER,Mangomint,"MANGOMINT, INC.",Fenergo RevOps,
001Ab000002rNr2IAE,MANGOPAY,Mangopay S.A.,Luxembourg,EMEA,MANGOPAY,LEETCHI SA,Fenergo RevOps,
001SZ00000ANO2LYAX,Mann Made,Mann Made Group Limited,United Kingdom,EMEA,Mann Made,MANN MADE GROUP LIMITED,David Warnock,
001Ab000002rNaVIAU,Manobank,AB Mano Bankas,Lithuania,EMEA,Mano,AB MANO BANKAS,Fenergo RevOps,
001Ab000002rNK7IAM,Mansion (TM),Mansion IPR Limited,Gibraltar,EMEA,Mansion,Mansion IPR Limited,Fenergo RevOps,
0013X00002TfKrMQAV,Manulife,Manulife Income Fund 2067,Canada,AMER,Manulife,Manulife Income Fund 2067,Rob Henley,
001Ab000002skmvIAA,ManyPets,Manypets LTD,United Kingdom,EMEA,ManyPets,MANY GROUP LTD,Fenergo RevOps,
001Ab000003j4ulIAA,Mapfre,Mapfre Middlesea P.L.C.,Malta,EMEA,MAPFRE,FUNDACIÃ?N MAPFRE,Fenergo RevOps,
001SZ0000076pcgYAA,MapleMark Bank,Maplemark Bank,United States,AMER,MapleMark Bank,"MAPLE FINANCIAL HOLDINGS, INC",Fenergo RevOps,
001Ab000002hxBiIAI,Maples,MaplesFS (Luxembourg) S.A.,Luxembourg,EMEA,Maples,MAPLES FINANCE LIMITED,David Warnock,
001Ab000002viBrIAI,Mararapaiement,Marara Paiement,France,EMEA,Mararapaiement,Marara Paiement,Fenergo RevOps,
001Ab000002rNMqIAM,Marathon Asset Management,"Marathon Asset Management GP, L.L.C.",United States,AMER,Marathon Asset Management,"MARATHON ASSET MANAGEMENT GP, L.L.C.",Fenergo RevOps,
0012000001bIQiKAAW,Marathon Asset Management,"Marathon Asset Management GP, L.L.C.",United States,AMER,Marathon Asset Management,"MARATHON ASSET MANAGEMENT GP, L.L.C.",Fenergo RevOps,Marathon Asset Management
001SZ000007CDKMYA4,Marathon Oil Corporation,Marathon OIL Corporation,United States,AMER,ConocoPhillips,CONOCOPHILLIPS,Jan Dinger,ConocoPhillips
001SZ000007CDKNYA4,Marathon Petroleum Corporation,Marathon Petroleum Corporation,United States,AMER,Marathon Petroleum,MARATHON PETROLEUM CORPORATION,Fenergo RevOps,
0010O000023gwj1QAA,March Asset Management,March Asset Management Sgiic S.A.U.,Spain,EMEA,Banca March,BANCA MARCH SA,Nuala Kelly,Banca March
0012000001ZfrAtAAJ,Marex,Marex Trading International Limited,United Kingdom,EMEA,Marex,MAREX GROUP PLC,Roger Leahy,
001Ab000002rPAgIAM,Marginalen Bank,Marginalen Bank Bankaktiebolag,Sweden,EMEA,Marginalen Bank,ESCO MARGINALEN AB (PUBL),Fenergo RevOps,
001SZ00000Gs8sIYAR,Mariner,"Mariner, LLC",United States,AMER,Mariner,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Fenergo RevOps,
001SZ000008uOS4YAM,Mariner Investment Group,Mariner Investment Group LLC,United States,AMER,Mariner Investment Group,Mariner Investment Group LLC,Fenergo RevOps,
001Ab000003hKVLIA2,Markant,MARKANT Services International GmbH,Germany,EMEA,Markant,SYNERGENSIA GENOSSENSCHAFT,Fenergo RevOps,
001Ab000002rNAHIA2,Market Pay,Market PAY,France,EMEA,Alti Asset Management,ALTI ASSET MANAGEMENT HOLDINGS LLC,Fenergo RevOps,
001Ab000003lh0IIAQ,MarketAxess,MarketAxess NL B.V.,Netherlands,EMEA,MarketAxess,MARKETAXESS HOLDINGS INC.,Fenergo RevOps,
001SZ00000hLjHYYA0,Marketaxess Holdings Inc,,United Kingdom,EMEA,MarketAxess,MARKETAXESS HOLDINGS INC.,David Harper,
0013X00003pCzzrQAC,Marketnode,Marketnode Pte. Ltd.,Singapore,APAC,Singapore Exchange,SINGAPORE EXCHANGE LIMITED,Fenergo RevOps,Singapore Exchange (SGX)
001Ab000002rNfkIAE,Markets Group,Markets Group US LLC,United States,AMER,Markets Group,MARKETS GROUP,Gregory Fleming,
001Ab000002rNC1IAM,markets.com (Safecap Investments LTD),Safecap Investments Limited,Cyprus,EMEA,Markets.com,FINALTO (IOM) LIMITED,Fenergo RevOps,
001Ab000002rNMEIA2,MarketWall SRL (InvestoPro),Marketwall S.R.L.,Italy,EMEA,MarketWall,MARKETWALL S.R.L.,Fenergo RevOps,
0012000001WUVaNAAX,Markit,IHS Markit Limited,United Kingdom,EMEA,Markit,IHS Markit Limited,Fenergo RevOps,
001Ab000002rOomIAE,Marqeta,"Marqeta, Inc.",United States,AMER,Marqeta,"MARQETA, INC.",Fenergo RevOps,
001SZ00000MGYcCYAX,Marret Asset Management,Marret Asset Management Inc.,Canada,AMER,CI Financial,CI FINANCIAL CORP.,Fenergo RevOps,CI Financial Corp
0013X00003rxrAwQAI,Marsh McLennan,Marsh McLennan,United Kingdom,EMEA,Marsh McLennan,"MARSH & MCLENNAN COMPANIES, INC.",Nuala Kelly,
001Ab000002xRyOIAU,Marshall Wace,Marshall Wace LLP,United Kingdom,EMEA,Marshall Wace,MW GROUP LP,Fenergo RevOps,
001Ab000002sksNIAQ,Marshmallow,Marshmallow (UK) Limited,United Kingdom,EMEA,Marshmallow,Marshmallow (UK) Limited,Fenergo RevOps,
001SZ00000Ng5CdYAJ,Martello Re,Martello Re Limited,Bermuda,AMER,Martello Re,Martello Re Limited,Fenergo RevOps,
001SZ000007CDM7YAO,Martin Marietta,Martin Marietta,United States,AMER,Martin Marietta,MARTIN MARIETTA MATERIALS INC,Jan Dinger,
001Ab000002rNNlIAM,MarTrust,Martrust Corporation Limited,United Kingdom,EMEA,MarTrust,MARCURA EQUITIES LTD,Fenergo RevOps,
001SZ00000AfDq0YAF,Marubeni Grãos Brasil,Marubeni Graos Brasil S.A.,Brazil,AMER,Marubeni,MARUBENI CORPORATION,Fenergo RevOps,
001Ab000002xRnRIAU,MAS,Monetary Authority of Singapore,Singapore,APAC,Monetary Authority of Singapore,GOVERNMENT OF SINGAPORE,Laurent Lamarlere,
001Ab000002rNzBIAU,Masari Payments,Masari Payment Services Limited,Cyprus,EMEA,Masari Payments,Masari Payment Services Limited,Fenergo RevOps,
0012000001WUVulAAH,Mashreq Bank,Mashreqbank PSC,United Arab Emirates,EMEA,Mashreq Bank,MASHREQBANK PSC,Fenergo RevOps,
001SZ00000CEmafYAD,Maspeth Federal,Maspeth Federal Savings,United States,AMER,Maspeth Federal,MASPETH FEDERAL SAVINGS & LOAN ASSOCIATION INC,Fenergo RevOps,
0013X00003pFBx4QAG,Masraf Al Rayan,Masraf Al Rayan (Q.P.S.C.),Qatar,EMEA,Masraf Al Rayan,MASRAF AL RAYAN (Q.P.S.C.),Fenergo RevOps,
0010O00002PeLdAQAV,MassMutual,Massmutual Federal Credit Union,United States,AMER,MassMutual,Massmutual Federal Credit Union,Joseph Cawley,
0012000001WUVl1AAH,Mastercard,Mastercard Europe,United States,AMER,Mastercard,MASTERCARD INCORPORATED,Fenergo RevOps,
001Ab000002rNloIAE,Mastercard,Mastercard Europe,Belgium,EMEA,Mastercard,MASTERCARD INCORPORATED,Sean Moore,Mastercard
0013X00003vEJx4QAG,Mastercard Global KYC/AML,Mastercard Europe,Belgium,EMEA,Mastercard,MASTERCARD INCORPORATED,Sean Moore,Mastercard
0013X00003cZrc2QAC,Mastercard KYC/AML,Mastercard Europe,Belgium,EMEA,Mastercard,MASTERCARD INCORPORATED,Sean Moore,Mastercard
0010O000025419xQAA,Masthaven Bank,Genclose Limited,United Kingdom,EMEA,Masthaven Bank,MASTHAVEN FINANCE LIMITED,Fenergo RevOps,
001Ab000002rOqtIAE,Match2pay,Match2pay UAB,Lithuania,EMEA,Match2pay,"FINBULANCE, MB",Fenergo RevOps,
001SZ00000NBCJyYAP,Matera,Matera Systems Informatica SA,Brazil,AMER,Matera,MATERA SYSTEMS INFORMATICA SA,Fenergo RevOps,
001SZ00000nCkajYAC,Matrix,MATRIX LIMITED,United Arab Emirates,EMEA,N/A,,Fenergo RevOps,
0013X00003zfxMmQAI,"Matsui Securities Co., Ltd.","Matsui Securities Co., Ltd.",Japan,APAC,Matsui Securities,"Matsui Securities Co., Ltd.",Yuan Emma Li,
001SZ0000078GCiYAM,Matthews Asia,"Matthews International Capital Management, LLC",United States,AMER,Matthews Asia,"MATTHEWS INTERNATIONAL CAPITAL MANAGEMENT, LLC",Fenergo RevOps,
001Ab000002xRM5IAM,MAURITIUS COMMERCIAL BANK LTD (THE),Mauritius Commercial Bank Ltd (The),Mauritius,EMEA,MCB Group,MCB GROUP LIMITED,Ian McLoughlin,MCB
001Ab000002xRurIAE,Maverick Payments,Maverick Bankcard INC,United States,AMER,Maverick Payments,Maverick Bankcard INC,Fenergo RevOps,
001Ab000002xRmJIAU,Mawer Investment Management,Mawer Investment Management Ltd.,Canada,AMER,Mawer Investment Management,Mawer Investment Management Ltd.,Gregory Fleming,
001Ab000002rMtqIAE,MAXFINANCE Portugal,"MAX Finance - Intermediarios de Credito, LDA",Portugal,EMEA,Maxfinance Portugal,"EVERYBODY WINS GROUP - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.",Fenergo RevOps,
001SZ00000Bfx94YAB,"Maxim Group, LLC",Maxim Group LLC,United States,AMER,Maxim Group,Maxim Group LLC,Fenergo RevOps,
001Ab000002rNAjIAM,Maxpay,Maxpay Limited,Malta,EMEA,Maxpay,MAXPAY HOLDING LIMITED,Fenergo RevOps,
001Ab000002rNqDIAU,Maxpay Instituição de Pagamento Lda,"Maxpay - Instituicao de Pagamento, LDA",Portugal,EMEA,Maxpay,MAXPAY HOLDING LIMITED,Fenergo RevOps,Maxpay
0012000001WUW0BAAX,Maybank,Maybank Shared Services Sdn. Bhd.,Malaysia,APAC,Maybank,MALAYAN BANKING BERHAD - MAYBANK,Laurent Lamarlere,
0013X00002TfaFMQAZ,Maybank Asset Management,Maybank Asset Management Singapore Pte. Ltd.,Singapore,APAC,Maybank,MALAYAN BANKING BERHAD - MAYBANK,Laurent Lamarlere,Maybank
0013X00002wnHNwQAM,Maybank Kim Eng Securities,Maybank Securities Nominees Pte. Ltd.,Singapore,APAC,Maybank,MALAYAN BANKING BERHAD - MAYBANK,Laurent Lamarlere,Maybank
001SZ00000bEZVIYA4,Maybank Securities,,Singapore,APAC,Maybank,MALAYAN BANKING BERHAD - MAYBANK,Laurent Lamarlere,Maybank
0010O00002CtNiVQAV,Maybank Singapore,Maybank Singapore Limited,Singapore,APAC,Maybank,MALAYAN BANKING BERHAD - MAYBANK,Laurent Lamarlere,Maybank
001Ab000002rNQHIA2,Mazars (GLOBAL),,France,EMEA,Mazars,,Richard Coveney,
001Ab000002viB0IAI,Mazars Malta,,Malta,EMEA,Mazars,,Richard Coveney,Mazars (GLOBAL)
001Ab000002rNAuIAM,Mazars Portugal,,Portugal,EMEA,Mazars,,Richard Coveney,Mazars (GLOBAL)
0012000001aDxYXAA0,MB Financial Bank,"MB Financial Bank, NA",United States,AMER,MB Financial,"MB Financial Bank, NA",Fenergo RevOps,
0010O00002Pty8xQAB,mBank,mBank SA,Poland,EMEA,Commerzbank,COMMERZBANK AG,Fenergo RevOps,Commerzbank AG
001Ab000002rPHrIAM,MBNA,MBNA Limited,United Kingdom,EMEA,MBNA,LLOYDS BANKING GROUP PLC,Fenergo RevOps,Lloyds Banking Group
001SZ00000Nq0JnYAJ,MCAP,MCAN Mortgage Corporation,Canada,AMER,MCAP,MCAN MORTGAGE CORPORATION,Fenergo RevOps,
0012000001WUVlMAAX,MCB,Mauritius Commercial Bank Ltd (The),Mauritius,EMEA,MCB Group,MCB GROUP LIMITED,Ian McLoughlin,
001Ab000002xRplIAE,MCB BANK LIMITED,MCB Bank Limited,Pakistan,APAC,MCB Bank,MCB BANK LIMITED,Ian McLoughlin,
001SZ00000Af8qNYAR,MCC Non-Ferrous Trading LLC,MCC Non-Ferrous Trading LLC,United States,AMER,MCC Non-Ferrous Trading,MCC Non-Ferrous Trading LLC,Fenergo RevOps,
001SZ000009CCOSYA4,McCann Fitzgerald,,Ireland,EMEA,McCann Fitzgerald,,Richard Coveney,
001SZ000007CDKOYA4,"McDermott International, Ltd",Mcdermott International INC,United States,AMER,McDermott International,Mcdermott International INC,Jan Dinger,
001Ab000002rNLVIA2,MCE Finance S.p.A.,MCE Finance Societa' PER Azioni,Italy,EMEA,MCE Finance,MCE FINANCE SOCIETA' PER AZIONI,Fenergo RevOps,
0013X00002o8Gm9QAE,McKinsey (GLOBAL),,United States,AMER,McKinsey,,Nicole Gallant,
001SZ00000CcFX1YAN,MD Financial Management,MD Financial,Canada,AMER,MD Financial Management,MD Financial,Fenergo RevOps,
0013X00003yIAbLQAW,MD5 Consulting,,,AMER,MD5 Consulting,,Fenergo RevOps,
0013X00002V99VKQAZ,ME Bank,Members Equity Bank Limited - Me Bank,Australia,APAC,BOQ,BANK OF QUEENSLAND LIMITED,Eoin Keating,Bank of Queensland
0010O000023gqITQAY,MEAG,MEAG MUNICH ERGO Kapitalanlagegesellschaft mbH,Germany,EMEA,Munich Re,MÜNCHENER RÜCKVERSICHERUNGS-GESELLSCHAFT AKTIENGESELLSCHAFT IN MÜNCHEN,Fenergo RevOps,Munich RE
0010O00002Pty8yQAB,Mechanics Bank,Mechanics Bank,United States,AMER,Mechanics Bank,"FORD FAMILY INVESTMENT, LP",Fenergo RevOps,
001Ab000002rNaSIAU,Medici Bank,Medici Bank International LLC,United States,AMER,Medici Bank,Medici Bank International LLC,Fenergo RevOps,
0012000001asCLnAAM,Mediobanca,MEDIOBANCA - Banca di Credito Finanziario Societa per Azioni,Italy,EMEA,Mediobanca,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO SOCIETÀ PER AZIONI,Fenergo RevOps,
001Ab000002xRLuIAM,MEDIOCREDITO ITALIANO SPA,Mediocredito Italiano SpA,Italy,EMEA,Mediocredito Italiano,Mediocredito Italiano SpA,Fenergo RevOps,
001Ab000002xRnLIAU,Mediolanum,Mediolanum International Funds Limited,Ireland,EMEA,Banca Mediolanum,BANCA MEDIOLANUM SPA,Fenergo RevOps,Banca Mediolanum IT
001Ab000002rNalIAE,MeDirect,Medirect Tech Limited,Malta,EMEA,MeDirect,MEDIFIN INVESTMENTS LIMITED,Fenergo RevOps,
001Ab000002viC7IAI,Mediterranean finance,Mediterranean Finance Limited,Cyprus,EMEA,Mediterranean Finance,Mediterranean Finance Limited,Fenergo RevOps,
0010O000027seKvQAI,Mega Bank - Taiwan,Mega International Commercial Bank Co Ltd,Taiwan,APAC,Mega Financial Holdings,MEGA FINANCIAL HOLDING COMPANY,Fenergo RevOps,
001SZ000006uGl1YAE,MeglioQuesto SpA.,Meglioquesto S.P.A.,Italy,EMEA,MeglioQuesto,FS84 SOCIETA' A RESPONSABILITA' LIMITATA,Fenergo RevOps,
001SZ00000CP32HYAT,Meketa Investment Group,"Meketa Investment Group, Inc.",United States,AMER,Meketa Investment Group,"Meketa Investment Group, Inc.",Fenergo RevOps,
001Ab000002rOrZIAU,Melio,Melio Solutions Inc.,United States,AMER,Melio,Melio Solutions Inc.,Fenergo RevOps,
001Ab000002rOFmIAM,MELLI BANK PLC,Melli Bank Plc,United Kingdom,EMEA,Melli Bank,GOVERNMENT OF IRAN,Fenergo RevOps,
0010O000023gpxUQAQ,Mellon Capital,"BNY Mellon ETF Investment Adviser, LLC",United States,AMER,BNY Mellon,THE BANK OF NEW YORK MELLON CORPORATION,Fenergo RevOps,Bank of New York Mellon
001Ab000002xRyHIAU,Members 1st Federal Credit Union,Members 1ST Federal Credit Union,United States,AMER,Members 1st FCU,MEMBERS 1ST FEDERAL CREDIT UNION,Fenergo RevOps,
001Ab000002rMtpIAE,Memo Bank,Memo Bank,France,EMEA,Memo Bank,Memo Bank,Fenergo RevOps,
0012000001WUVv3AAH,Mena Corp,Mena Corp Financial Services LLC SPC,United Arab Emirates,EMEA,Mena Corp,Mena Corp Financial Services LLC SPC,Sean Moore,
0012000001aE1hiAAC,Meniga,,United Arab Emirates,EMEA,Meniga,MENIGA LTD,Fenergo RevOps,
0013X00003gmhPMQAY,Mercado Bitcoin,Mercado Bitcoin Servicos Digitais Ltda.,Brazil,AMER,2TM Participações,2TM PARTICIPACOES SA,Fenergo RevOps,
001Ab000002viCFIAY,MercadoLibre,Mercadolibre S.R.L.,Argentina,AMER,MercadoLibre,"MERCADOLIBRE, INC.",Fenergo RevOps,
001Ab000002xTNXIA2,Mercantil Bank Holding Corporation,"Amerant Bank, National Association",United States,AMER,Amerant Bancorp,AMERANT BANCORP INC,Fenergo RevOps,Amerant
001SZ0000079AozYAE,Mercantile Bank of Michigan,Mercantile Bank,United States,AMER,Mercantile Bank of Michigan,MERCANTILE BANK CORPORATION,Fenergo RevOps,
001Ab000002xRnbIAE,MERCANTILE DISCOUNT BANK LTD.,"Amerant Bank, National Association",United States,AMER,Amerant Bancorp,AMERANT BANCORP INC,Fenergo RevOps,Amerant
001Ab000002xRziIAE,"Mercari, Inc.","Mercari, Inc.",Japan,APAC,Mercari,"MERCARI, INC.",Yuan Emma Li,
001Ab000002rNDCIA2,Mercedes-Benz Financial Services España,Mercedes-Benz Financial Services Espana EFC SA,Spain,EMEA,Mercedes-Benz Group,MERCEDES-BENZ GROUP AG,Fenergo RevOps,
001Ab000002rNTAIA2,Mercedes-Benz Financial Services Italia S.p.A,Mercedes-Benz Financial Services Italia S.P.A.,Italy,EMEA,Mercedes-Benz Group,MERCEDES-BENZ GROUP AG,Fenergo RevOps,
0013X00002hMOXwQAO,Mercedes-Benz Financial Services Romania,Mercedes-Benz Financial Services Italia S.P.A.,Italy,EMEA,Mercedes-Benz Group,MERCEDES-BENZ GROUP AG,Fenergo RevOps,
0012000001WUV2IAAX,Mercedes-Benz Financial Services UK Ltd,Mercedes-Benz Financial Services UK Limited,United Kingdom,EMEA,Mercedes-Benz Group,MERCEDES-BENZ GROUP AG,Fenergo RevOps,
0010O00002NayrfQAB,Mercer,Mercer Limited,United Kingdom,EMEA,Mercer,"MARSH & MCLENNAN COMPANIES, INC.",Margaret Kilroy,Marsh McLennan
001Ab000002bfxIIAQ,Mercer - Investment Solutions,Mercer Limited,United Kingdom,EMEA,Mercer,"MARSH & MCLENNAN COMPANIES, INC.",Fenergo RevOps,Marsh McLennan
001Ab000002xRKqIAM,Mercer - MMC,Mercer Limited,United Kingdom,EMEA,Mercer,"MARSH & MCLENNAN COMPANIES, INC.",Aoife Doyle,Marsh McLennan
0010O00002Pty93QAB,Merchants Bank of Indiana,Merchants Bank of Indiana,United States,AMER,Merchants Bank,MERCHANTS BANCORP,Fenergo RevOps,
001Ab000003ptxiIAA,Mercia Asset Management,Mercia Asset Management PLC,United Kingdom,EMEA,Mercia Asset Management,MERCIA ASSET MANAGEMENT PLC,Fenergo RevOps,
001SZ0000077c1MYAQ,Merck Finck,Merck Finck & Co Privatbankiers,Germany,EMEA,Merck Finck,MERCK FINCK & CO. OHG,Fenergo RevOps,
001SZ00000fFoswYAC,Mercuria,,United States,AMER,Mercuria,"MERCURIA HOLDINGS CO., LTD.",Robert Van Atta,
001Ab000002rOo1IAE,Mercury,,United States,AMER,Mercury,Mercury,Fenergo RevOps,
001Ab000002rORPIA2,Mercury Payments Services,Mercury Payments Services L.L.C,United Arab Emirates,EMEA,Mercury Payments,Mercury Payments Services L.L.C,Fenergo RevOps,
001SZ00000MkW6fYAF,Merge,"Merge Api, Inc.",United States,AMER,Merge,"Merge Api, Inc.",Fenergo RevOps,
001SZ0000089OZcYAM,Meridiam,Meridiam,France,EMEA,Meridiam,MERIDIAM INFRASTRUCTURE PARTNERS,Fenergo RevOps,
001SZ000009OPumYAG,Meridian Credit Union,Meridian Credit Union Limited,Canada,AMER,Meridian Credit Union,MERIDIAN CREDIT UNION LIMITED,Fenergo RevOps,
001SZ0000078GDNYA2,Meridian Wealth Management,"Meridian Wealth Management, LLC",United States,AMER,Meridian Wealth Management,MERIDIAN WEALTH MANAGEMENT LLC,Fenergo RevOps,
0010O00002Pty94QAB,Merrick Bank,Merrick Bank,United States,AMER,CardWorks,CARDWORKS LP,Fenergo RevOps,Cardworks
001SZ00000yAGfJYAW,Merrill Lynch (Asia Pacific) Limited,Merrill Lynch (Asia Pacific) Limited,Hong Kong,APAC,Bank of America,BANK OF AMERICA CORPORATION,Laurent Lamarlere,Bank of America
001Ab000002rNKPIA2,Mesh Payments,Mesh Payments,United States,AMER,Mesh Payments,Mesh Payments,Fenergo RevOps,
0013X00002PH2z8QAD,Mesirow Financial,Mesirow Financial Holdings INC,United States,AMER,Mesirow Financial,"MESIROW FINANCIAL SERVICES, INC.",Fenergo RevOps,
001Ab000002rNWEIA2,Meta,"Meta Platforms, Inc.",United States,AMER,Meta,"META PLATFORMS, INC.",Fenergo RevOps,
0010O00002Pty95QAB,MetaBank,"Pathward, National Association",United States,AMER,Pathward Financial,"PATHWARD FINANCIAL, INC.",Fenergo RevOps,Pathward
0013X00003wE2W4QAK,MetaVerse Green Exchange (MVGX),Metaverse Family Office Pte. Ltd.,Singapore,APAC,MetaVerse Green Exchange,METAVERSE INVESTMENT PTE. LTD.,Fenergo RevOps,
0010O000023gojnQAA,MetLife Investment Management,"Metlife Investment Management, LLC",United States,AMER,MetLife Investment Management,"Metlife Investment Management, LLC",Neil Stower,
001Ab000003XWsXIAW,Metrika,Metrika Inc.,United States,AMER,Metrika,Metrika Inc.,Fenergo RevOps,
0013X00003pEIO9QAO,Metro Bank,Metro Bank PLC,United Kingdom,EMEA,Metro Bank,SPALDY INVESTMENTS LTD,David Harper,
001Ab000002xRMyIAM,METROPOLITAN BANK & TCO,Metrobank Card Corporation,Philippines,APAC,METROPOLITAN BANK,Metrobank Card Corporation,Adam Mason,
